timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1753343780309,23,Grow-4,200,OK,Thread Group 1-2,text,true,,23101,203,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/css/79ec7c0309b27470.css,22,0,0
1753343780357,25,Grow-5,200,OK,Thread Group 1-2,text,true,,25908,203,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/css/f51edef650114752.css,21,0,0
1753343780393,32,Grow-6,200,OK,Thread Group 1-2,text,true,,92824,215,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js,25,0,0
1753343780425,28,Grow-7,200,OK,Thread Group 1-2,text,true,,24087,213,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/webpack-e650e1e9574383e0.js,28,0,0
1753343780454,32,Grow-8,200,OK,Thread Group 1-2,text,true,,131489,215,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/framework-50ddb49401837722.js,19,0,0
1753343780486,38,Grow-9,200,OK,Thread Group 1-2,text,true,,124135,210,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/main-aa1fae99272e9e9d.js,31,0,0
1753343780524,423,Grow-10,200,OK,Thread Group 1-2,text,true,,1766177,216,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/pages/_app-4d7d57d57fc8f097.js,30,0,0
1753343780947,117,Grow-11,200,OK,Thread Group 1-2,text,true,,10856,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/20701-7d08e678c1705c79.js,117,0,0
1753343781065,19,Grow-12,200,OK,Thread Group 1-2,text,true,,16594,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/35875-772c082c5d51eab9.js,19,0,0
1753343781084,21,Grow-13,200,OK,Thread Group 1-2,text,true,,12090,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/88202-0c5a94d85fb0329a.js,21,0,0
1753343781105,21,Grow-14,200,OK,Thread Group 1-2,text,true,,30279,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/43405-5d26728c5a045ad9.js,18,0,0
1753343781126,21,Grow-15,200,OK,Thread Group 1-2,text,true,,26216,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/99258-45bc5314186e4d6c.js,20,0,0
1753343781147,27,Grow-16,200,OK,Thread Group 1-2,text,true,,22326,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/32379-8ab2fabbae01d0f0.js,26,0,0
1753343781174,20,Grow-17,200,OK,Thread Group 1-2,text,true,,9208,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/55296-fd788e2d412e42b0.js,20,0,0
1753343781194,21,Grow-18,200,OK,Thread Group 1-2,text,true,,22025,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/12291-5916dc0cfbf1471d.js,21,0,0
1753343781216,20,Grow-19,200,OK,Thread Group 1-2,text,true,,16573,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/27507-0b5a66d7e53a4c75.js,20,0,0
1753343781237,21,Grow-20,200,OK,Thread Group 1-2,text,true,,20165,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/97662-b91185110b7e01a5.js,20,0,0
1753343781258,26,Grow-21,200,OK,Thread Group 1-2,text,true,,16977,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/14890-fc26e0b8dfc8a981.js,26,0,0
1753343781284,25,Grow-22,200,OK,Thread Group 1-2,text,true,,28046,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/66386-1758c3cc279595ff.js,24,0,0
1753343781309,21,Grow-23,200,OK,Thread Group 1-2,text,true,,56709,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/13627-54f4d5b6352a1d68.js,17,0,0
1753343781330,18,Grow-24,200,OK,Thread Group 1-2,text,true,,9021,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/33323-4738de01da84580b.js,18,0,0
1753343781349,23,Grow-25,200,OK,Thread Group 1-2,text,true,,17425,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/41290-7496bf97c02f98cf.js,23,0,0
1753343781372,23,Grow-26,200,OK,Thread Group 1-2,text,true,,18356,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/39689-97a31bc9dad55030.js,23,0,0
1753343781395,25,Grow-27,200,OK,Thread Group 1-2,text,true,,23118,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/19410-d41999478550d5e3.js,25,0,0
1753343781420,327,Grow-28,200,OK,Thread Group 1-2,text,true,,179357,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/94643-7087abfc362e9669.js,96,0,0
1753343781747,40,Grow-29,200,OK,Thread Group 1-2,text,true,,11704,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/75790-6b63c3e4284af492.js,40,0,0
1753343781787,31,Grow-30,200,OK,Thread Group 1-2,text,true,,17855,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/90382-b5f92fff7a8fc58b.js,31,0,0
1753343781818,32,Grow-31,200,OK,Thread Group 1-2,text,true,,16126,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/54773-d4e30f16c44bb669.js,32,0,0
1753343781851,570,Grow-32,200,OK,Thread Group 1-2,text,true,,89111,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/71262-dcb3069e91ab9890.js,541,0,0
1753343782421,140,Grow-33,200,OK,Thread Group 1-2,text,true,,19750,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/99443-750c8077db465049.js,139,0,0
1753343782562,161,Grow-34,200,OK,Thread Group 1-2,text,true,,50103,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/94884-d12dafbf7e08326d.js,159,0,0
1753343782724,103,Grow-35,200,OK,Thread Group 1-2,text,true,,56810,211,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/33585-9b1e7fc584dca694.js,29,0,0
1753343782828,133,Grow-36,200,OK,Thread Group 1-2,text,true,,91794,239,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/chunks/pages/mutual-funds/%5BsearchId%5D-3c9efdd2bc3ecc37.js,30,0,0
1753343782961,177,Grow-37,200,OK,Thread Group 1-2,text,true,,78276,218,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/eX38EL8pCEPr8MIphpsk7/_buildManifest.js,32,0,0
1753343783138,19,Grow-38,200,OK,Thread Group 1-2,text,true,,1434,216,2,2,https://assets-netstorage.groww.in/web-assets/billion_groww_desktop/prod/_next/static/eX38EL8pCEPr8MIphpsk7/_ssgManifest.js,19,0,0
1753343783157,156,Grow-39,200,OK,Thread Group 1-2,bin,true,,48605,161,2,2,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png,152,0,0
1753343783313,10,Grow-40,200,OK,Thread Group 1-2,text,true,,1669,172,2,2,https://groww.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js,10,0,0
